,Title,Body,Stars,Rated,Date Posted,Time Posted,Name,userId,Clean_Text_Body
626,Good,Good easy to follow,4, Great,1/30/2020,0:28,customer,6,good easy follow
627,SEND me confirmation,-,5, Excellent,1/29/2020,6:53,customer,6,
628,Beware all your claims will be denied,"Beware all your claims will be denied. Purchased Patriot America Plus insurance coverage from INTERNATIONAL MEDICAL GROUP, INC. for visiting parents. Unfortunately 2 months into the trip, my mom had trouble breathing and could not sit up due to the discomfort, it was diagnosed as Congestive Heart Failure requiring immediate surgery. All claims were denied and the appeal was denied, although the plan was to cover acute onset of pre-existing condition. I paid premium price to get comprehensive coverage but this is just rip off.  Please save your money and do not purchase vistors insurance from IM Global.",1, Bad,1/28/2020,16:13,BR,6,beware claim deny purchased patriot america plus insurance coverage international medical group inc visit parent unfortunately  month trip mom trouble breathe sit discomfort diagnose congestive heart failure require immediate surgery claim deny appeal denied plan cover acute onset preexisting condition pay premium price comprehensive coverage rip save money purchase vistors insurance im global
629,Easy access and comprehensive…,Easy access and comprehensive information.  Very helpful!,5, Excellent,1/26/2020,22:33,Vic,6,easy access comprehensive information helpful
630,First time buyer,WE bought this insurance for my mother-in law first time.It was easy to get it online. We didn't spend a lot of time.I hope we will have a nice experience with it,5, Excellent,1/25/2020,17:11,Tatyana,6,buy insurance motherin law timeit easy online spend lot timei hope nice experience
631,Very quick and efficient website,-,4, Great,1/23/2020,22:24,customer,6,
632,Easy to get a quote,"Easy to get a quote, easy to purchase insurance. Affordable. Will get it again in the future.",5, Excellent,1/23/2020,14:46,Georgia Peach,6,easy quote easy purchase insurance affordable future
633,very good help a lot good service,-,5, Excellent,1/22/2020,18:52,customer,6,
634,User friendly and excellent price,-,5, Excellent,1/22/2020,13:58,Katherine Nunez de Quiroz ,6,
635,Very user-friendly,-,5, Excellent,1/21/2020,17:50,Terence,6,
636,Easy to purchase and good coverage for…,Easy to purchase and good coverage for US expats visiting the States.,5, Excellent,1/21/2020,10:34,customer,6,easy purchase good coverage expat visit state
637,Very easy and convenient to get a quote…,"Very easy and convenient to get a quote online right away without having to wait for an email or phone call.  Quick and simple to purchase online.I haven't travelled yet or had to use it for any medical coverage, so I can't say if I'm happy with that portion of it yet.  However, I would recommend it to others, so far.",5, Excellent,1/21/2020,7:12,customer,6,easy convenient quote online right away wait email phone quick simple purchase onlinei travel use medical coverage happy portion recommend far
638,easy and affordable,Very easy to acquire and very good package !,5, Excellent,1/20/2020,21:50,Jony ,6,easy acquire good package
639,Travel insurance,Quite helpful!,4, Great,1/20/2020,18:11,Shivam ,6,helpful
640,was very quick and easy to get the…,was very quick and easy to get the insurance.,5, Excellent,1/18/2020,17:40,customer,6,quick easy insurance
641,The process was clear,"The process was clear, easy, & simple.thanks you",5, Excellent,1/16/2020,17:03,customer,6,process clear easy simplethanks
642,Very convenient.,-,5, Excellent,1/16/2020,3:51,customer,6,
643,Just Great!!,-,5, Excellent,1/16/2020,1:21,Khaja,6,
644,Alexa was friendly,"Alexa was friendly, helpful, and easy to talk with.",5, Excellent,1/15/2020,20:35,Patti Bevilacqua,6,alexa friendly helpful easy talk
645,fast and convenient,-,5, Excellent,1/14/2020,21:30,customer,6,
646,good,I rated you 4 star and I would do 5 stars but that is going to happen after I use your service and reflect it!,4, Great,1/14/2020,10:23,Ibrahim Omer Farah,6,rat  star  star go happen use service reflect
647,Nice and easy,-,5, Excellent,1/13/2020,20:13,Varun Raj,6,
648,Very nice service,-,5, Excellent,1/13/2020,17:18,customer,6,
649,Quick and simple,"Quick and simple, policy provisions outlined well. Thanks.",5, Excellent,1/13/2020,16:22,happy customer,6,quick simple policy provision outline thanks
650,So helpful and friendly,-,5, Excellent,1/13/2020,9:37,Ssebuufu Muhamad  musa,6,
651,VERY EASY TO USE SITE AND PROMPT…,VERY EASY TO USE SITE AND PROMPT DELIVERY OF THE POLICY,5, Excellent,1/13/2020,5:02,JAIKUMAR MENON,6,easy use site prompt delivery policy
652,Easy and affordable,-,5, Excellent,1/13/2020,1:38,Ni,6,
653,The customer representative (Scotti)…,The customer representative (Scotti) was very great and knowledgeable and very courteous he help me out and purchase in my plan and I am happy with it,5, Excellent,1/12/2020,20:51,Zaid,6,customer representative scotti great knowledgeable courteous help purchase plan happy
654,Excellent,Excellent Service,5, Excellent,1/10/2020,23:07,customer,6,excellent service
655,the best,the best coverage I had find on the web,5, Excellent,1/10/2020,13:32,customer,6,best coverage find web
656,"The application process was simple,easy…","The application process was simple,easy and fast.Thanks",5, Excellent,1/10/2020,0:28,customer,6,application process simple easy fastthanks
657,Best to get visitor insurance any country.,Best services,5, Excellent,1/9/2020,23:55,Rajender Mac,6,best service
658,Recommended,"Simple and easy to compare different options, loved option for family coverage.",5, Excellent,1/9/2020,21:50,happy customer,6,simple easy compare different option love option family coverage
659,Very satisfy with the application on…,Very satisfy with the application on line easy and fastI thank you for the service,5, Excellent,1/9/2020,17:44,Nicolas Grigoriadis customer,6,satisfy application line easy fasti thank service
660,It's awesome,It's awesome. I really love it,5, Excellent,1/9/2020,9:04,customer,6,awesome love
661,"Fast, Simple, Easy",This website is so easy to use! All you need is dates and the country of stay and it gives you several options to choose from. Basic details of each coverage plan are laid out nicely so you can see what you want right there and then. All you have to do is pick and pay!,5, Excellent,1/8/2020,19:22,customer7926,6,website easy use need date country stay give option choose basic detail coverage plan lay nicely want right pick pay
662,Comfortable to buy,"Comfortable to buy, will see about the product itself",5, Excellent,1/6/2020,21:24,customer,6,comfortable buy product
663,Fast response and good care,Fast response,5, Excellent,1/6/2020,14:22,Rao,6,fast response
664,Excellent and Seamless experience,-,5, Excellent,1/4/2020,12:52,customer,6,
665,It was of great joy to purchase Travel…,It was of great joy to purchase Travel Insurance online without and hassle and the application was easy in filling out,5, Excellent,1/2/2020,5:39,W Kelly,6,great joy purchase travel insurance online hassle application easy filling
666,It is very easy to fill out…,It is very easy to fill out application.  Nice and clear.  Thank you.,5, Excellent,1/1/2020,0:30,customer,6,easy fill application nice clear thank
667,Great website!,-,5, Excellent,12/30/2019,21:48,Meg Ni Bulan,6,
668,easy to use,easy to use and understand,5, Excellent,12/30/2019,3:49,Amit,6,easy use understand
669,Very easy to navigate and user-friendly!,-,5, Excellent,12/29/2019,9:01,Abhijit,6,
670,Easy online purchase of insurance,Internet purchase of insurance was easy and user friendly.,5, Excellent,12/29/2019,5:59,customer,6,internet purchase insurance easy user friendly
671,Seemless,"Seemless, Thank you!",5, Excellent,12/29/2019,0:07,Az,6,seemless thank
672,Easy to use website,"Easy to use website. Hope the medical coverage is as good, if we need it.",5, Excellent,12/26/2019,1:18,Mukul Sharma,6,easy use website hope medical coverage good need
673,Site worked well,Site worked well. Provided me with the information and available options I was looking for. Thanks,5, Excellent,12/25/2019,17:28,John R,6,site work provided information available option look thanks
674,easy clear and complete,-,5, Excellent,12/25/2019,10:09,Giulia L,6,
675,The policy is well described and the…,The policy is well described and the plan offers a good cost-benefit.,5, Excellent,12/24/2019,21:56,Vassiliki Boulomytis,6,policy describe plan offer good costbenefit
676,Web site easy to follow with…,"Web site easy to follow with appropriate ability to click & read policy coverage & limitations prior to purchasing,",5, Excellent,12/24/2019,21:37,customer,6,web site easy follow appropriate ability click read policy coverage limitation prior purchase
677,Very Easy to Use Insurance Platform,"Very Easy to Use Travel Insurance Platform. The site gives all information you need to make an informed decision especially that cost of insurance is one of the major considerations in getting one. The comparison tool is excellent and the final check-out is smooth. You'll get the policy just right after you click ok including all relevant information, cards, brochures, etc. Certainly gives you that feeling of confidence that your are in good hands.",5, Excellent,12/24/2019,16:24,Teodoro Ladran,6,easy use travel insurance platform site give information need inform decision especially cost insurance major consideration get comparison tool excellent final checkout smooth policy right click ok include relevant information card brochures etc certainly give feel confidence good hand
678,Great way to close a policy with…,Great way to close a policy with crystal clear policy terms,5, Excellent,12/22/2019,7:16,Anilkumar Panuganty ,6,great way close policy crystal clear policy term
679,EASY TO USE,EASY TO USE AND USEFUL,5, Excellent,12/21/2019,20:25,BHUSHAN PAWAR,6,easy use useful
680,After sale service is very poor,-,1, Bad,12/21/2019,12:00,Amit Kindra,6,
681,Fast & efficient,-,4, Great,12/18/2019,15:01,customer,6,
682,perfect,awesome and fast,5, Excellent,12/18/2019,0:41,customer,6,awesome fast
683,Easy and fast,-,5, Excellent,12/18/2019,0:26,customer,6,
684,Good user experience,"Very easy to navigate website, and good explanation of plans",5, Excellent,12/17/2019,5:01,Carol,6,easy navigate website good explanation plan
685,very easy to access.thank you,-,5, Excellent,12/17/2019,4:46,customer,6,
686,good.,Good enough when purchasing.,5, Excellent,12/16/2019,21:51,customer,6,good purchasing
687,Fast,"Fast and good job, thank you so much.",5, Excellent,12/16/2019,18:44,customer,6,fast good job thank
688,Thankfully not intimidating,Extremely easy to evaluate/compare and process an order.  Well designed website functions.,5, Excellent,12/15/2019,21:58,Manhattan NYC Resident,6,extremely easy evaluatecompare process order design website function
689,Easy to use and hire travel insurance,Easy to use and hire travel insurance. It’s my second time using Visitors Coverage and I loved it!,5, Excellent,12/15/2019,13:35,customer,6,easy use hire travel insurance  second time visitor coverage love
690,Friendly Josiah helped me do everything…,Friendly Josiah helped me do everything including purchasing on the phone so I don’t have to fill out any forms ! Easy and excellent service,5, Excellent,12/14/2019,0:22,customer,6,friendly josiah help include purchase phone  fill form easy excellent service
691,Jerome was an excellent helper.,Jerome was an excellent helper.He guided me through the entire process.Love you new software.Works really well.Dr K S Soni,5, Excellent,12/13/2019,19:26,Kanoo Soni,6,jerome excellent helperhe guide entire processlove new softwareworks welldr k soni
692,Thanks,"its easy to navigate and choose the coverages, Simple and Handy info and best rate",5, Excellent,12/13/2019,19:20,Manju ,6,easy navigate choose coverage simple handy info best rate
693,Service was excellent,Service was excellent. Options are limited,5, Excellent,12/13/2019,16:54,Rajesh Devarala,6,service excellent option limit
694,Quick and easy to complete the…,Quick and easy to complete the application process.,5, Excellent,12/13/2019,2:22,customer,6,quick easy complete application process
695,The online format was great,The online format was great.  I especially appreciated being able to download the coverage parameters.,5, Excellent,12/12/2019,19:08,customer,6,online format great especially appreciate able download coverage parameter
696,Excellent,Excellent information and very easy to buy.,5, Excellent,12/12/2019,16:38,Rizwan Sheikh,6,excellent information easy buy
697,Easy to go through and decide,-,5, Excellent,12/11/2019,5:47,Dr VH RAO,6,
698,"Very easy to buy,but i do not know…","Very easy to buy,but i do not know about claims yet",5, Excellent,12/11/2019,5:35,Ngoc Bui,6,easy buy know claim
699,Excellent service,Excellent service - easy to compare and great prices.  Hope policy never gets used but gives peace of mind to have it - Just in case.,5, Excellent,12/11/2019,4:27,"JG Apple Valley, CA",6,excellent service easy compare great price hope policy get give peace mind case
700,Easy best time,-,5, Excellent,12/11/2019,2:08,evisaeasy,6,
701,Fast search,Fast search. Easy to compare.,5, Excellent,12/10/2019,19:41,customer,6,fast search easy compare
702,Super quick and easy to purchase,-,5, Excellent,12/10/2019,18:58,Customer,6,
703,Very user friendly,-,5, Excellent,12/10/2019,14:25,KJ,6,
704,It is really simple to purchase the…,It is really simple to purchase the insurance.,5, Excellent,12/10/2019,3:48,customer,6,simple purchase insurance
705,My mom is from Russia,"My mom is from Russia, we needed just a temporary insurance for her, this is the best plan and easy to pay for we found, we really happy! Thank you SO much!",5, Excellent,12/10/2019,1:47,Lidia ,6,mom russia need temporary insurance best plan easy pay find happy thank
706,Simple and easy.,-,5, Excellent,12/9/2019,11:56,Md Kamrun Nur Chowdhury,6,
707,Very detailed information,-,5, Excellent,12/8/2019,3:53,customer,6,
708,EASY TO PICK MY CHOICE,EASY TO PICK MY CHOICE. APPRECIATE THE HELP.,5, Excellent,12/8/2019,3:36,customer,6,easy pick choice appreciate help
709,Visitors Coverage Website Easy to Use and Comprehensive,Visitors Coverage website easy to use. Good range of coverage options.They also provide cover for things such as adventure sports which might be useful in the future. I was not sure whether the coverage I paid for was in US dollars - I assumed that it was. It would be nice to have a currency choice option so that I could see how much the insurance was costing in my currency i.e. Australian dollars.    Overall an excellent experience purchasing insurance cover from Visitors Coverage.,5, Excellent,12/7/2019,4:41,BRENDAN,6,visitor coverage website easy use good range coverage optionsthey provide cover thing adventure sport useful future sure coverage pay dollar assume nice currency choice option insurance cost currency ie australian dollar overall excellent experience purchasing insurance cover visitor coverage
710,Hussle Free,The online registration and purchase was hussle free.,4, Great,12/6/2019,7:08,Tendi,6,online registration purchase hussle free
711,easy and fast to use!,-,5, Excellent,12/6/2019,3:17,customer,6,
712,Very easy,"Very easy, almost scary easy.",5, Excellent,12/4/2019,7:19,customer,6,easy scary easy
713,Was a bit confusing and in the end the…,Was a bit confusing and in the end the sprung up a higher price which you needed to change manually!,4, Great,12/2/2019,23:35,Chetan Temkar,6,bit confusing end sprung high price need change manually
714,Easy to book,Easy to bookSimple and quick,5, Excellent,12/2/2019,19:44,Srikanth Taranikanti,6,easy booksimple quick
715,easy,"easy, great price",5, Excellent,12/2/2019,15:25,John Addis Dole IV,6,easy great price
716,Thank you,"Thank you, it was simple, easy and also the policy description was easily comprehensible.",4, Great,12/2/2019,9:21,Ricardo Brass,6,thank simple easy policy description easily comprehensible
717,International traveling medical insurance,VisitorsCoverage's website gives you the ability to compare policies side by side in details. Their website gives you information on hospitals/doctors directories and their site provides you the brochures of the policies. The sales representative answered all questions asked and was very very patient with us waiting until the end when completing the application to purchase the policy.,5, Excellent,12/1/2019,21:57,Mary O.,6,visitorscoverages website give ability compare policy detail website give information hospitalsdoctors directories site provide brochures policy sale representative answered question ask patient wait end complete application purchase policy
718,Simple and Great Choices Offered,"Great choices available, reasonable pricesAll the most trusted insurers are available here",5, Excellent,12/1/2019,16:19,Dr. Abhishek Kumar,6,great choice available reasonable pricesall trust insurer available
719,A really helpful agent on the phone and…,A really helpful agent on the phone and a clear on-line process,5, Excellent,11/30/2019,23:25,customer,6,helpful agent phone clear online process
720,Excellent enrollment.,Excellent enrollment.I also called and got immediate connection to speak with some one.,5, Excellent,11/30/2019,22:50,customer,6,excellent enrollmenti call get immediate connection speak
721,Awesome!,Awesome! Very quick and easy,5, Excellent,11/30/2019,19:49,Subhash Sharma,6,awesome quick easy
722,It was a very smooth transition,-,4, Great,11/29/2019,20:00,customer,6,
723,"Good Coverage, Good Price",The coverage is good. I also like the ease with which I can buy it online. The cost is also good when compared to other companies. I have been recommending this company to others. So I'm a sales rep for you because of my satisfaction.Don Chambers,5, Excellent,11/28/2019,4:42,Don,6,coverage good like ease buy online cost good compare company recommend company sale rep satisfactiondon chamber
724,Bought insurance for in-laws visiting…,Bought insurance for in-laws visiting from china for five months. Good web site and purchase experience.,5, Excellent,11/28/2019,4:17,Happy Customer HarryByTheSea,6,buy insurance inlaws visit china month good web site purchase experience
725,Excellent customer service,-,5, Excellent,11/28/2019,1:14,customer,6,
726,Website is easy to read and well…,Website is easy to read and well designed.  There are a range of options from catastrophic coverage to comprehensive so read carefully. Purchased better coverage for my MIL than what I get through work with a major insurer for 1/2 the price.,5, Excellent,11/28/2019,0:55,Joel L,6,website easy read design range option catastrophic coverage comprehensive read carefully purchase good coverage mil work major insurer  price
727,This is an excellent format to purchase…,This is an excellent format to purchase a travel insurance. Very easy system to understand and a great value for  the money.,5, Excellent,11/27/2019,22:16,Chimey Z.,6,excellent format purchase travel insurance easy system understand great value money
728,Travel insurance purchase,"Simple application, various options available, easy to understand and navigate website. Quick and affective deal.",5, Excellent,11/26/2019,22:17,Anna  Koscielniak,6,simple application option available easy understand navigate website quick affective deal
729,Customer service representative is very…,"Customer service representative is very helpful in identifying right plan, informative and well spoken",5, Excellent,11/26/2019,7:19,customer,6,customer service representative helpful identify right plan informative spoken
730,easy to purchase and affordable,easy-to-purchase and affordable travelers insurance plans,5, Excellent,11/25/2019,18:18,Muriel Fabricio ,6,easytopurchase affordable traveler insurance plan
731,User-friendly experience.,-,5, Excellent,11/25/2019,13:38,Irene Krassas,6,
732,Great service!,"Both of the associates with whom I spoke were very well informed, knowledgeable, friendly and did a great job in identifying the policy which was the best fit.",5, Excellent,11/25/2019,10:37,Jim Angelone,6,associate speak inform knowledgeable friendly great job identifying policy best fit
733,Couldn't get hold of any agent!,Couldn't get hold of any agent for questions!,1, Bad,11/25/2019,5:50,customer,6,hold agent question
734,Very good experience and full coverage.,-,5, Excellent,11/24/2019,23:45,Luis H,6,
735,Very good experience and full coverage.,-,5, Excellent,11/24/2019,23:45,CA,6,
736,Fast,Good job thank you very much,5, Excellent,11/24/2019,18:19,customer2,6,good job thank
737,Very easy to navigate,"Very easy to navigate, read policy and to purchase coverage.",5, Excellent,11/24/2019,2:22,IS,6,easy navigate read policy purchase coverage
738,Very helpful when choosing the right…,Very helpful when choosing the right insurance that fit my needs.,5, Excellent,11/23/2019,6:44,Ravi Shanker,6,helpful choose right insurance fit need
739,Definitely will refer VisitorsCoverage to friends n families and use myself again in future,"VisitorsCoverage called me promptly (Thank you Greg for calling me & explaining me all options and guiding me through the process).Greg from Customer care called me and explained the differences between the plans I was looking for.  And he guided me through the difference between in-network coverage vs out-of-network explaining how the billing may work. That really was helpful.Overall, it was an easy and user friendly experience in searching, selecting, comparing various plans and finally buying the plan as well.I will definitely refer VisitorsCoverage and will be buying policies in future from them as well.",5, Excellent,11/22/2019,19:23,Sudar Gudipati,6,visitorscoverage call promptly thank greg call explain option guide process greg customer care call explain difference plan look guide difference innetwork coverage vs outofnetwork explain billing work helpfuloverall easy user friendly experience search select compare plan finally buy plan welli definitely refer visitorscoverage buying policy future
740,Very easy to deal with. Price was right.,Adviser knew her stuff. It was an easy application as well.,5, Excellent,11/22/2019,19:12,David,6,adviser know stuff easy application
741,Easy Process,Very easy process and was fast.  Easy to understand.,5, Excellent,11/20/2019,17:25,customer,6,easy process fast easy understand
742,IT WAS SO EASY AND FAST SERVICE,-,5, Excellent,11/20/2019,9:59,TENZIN DHEKYONG,6,
743,Everything is well explained and prices…,Everything is well explained and prices are very good,5, Excellent,11/20/2019,3:22,customer,6,explain price good
744,It was "purchase in a jiffy"…,"It was ""purchase in a jiffy"" experience. However, there should be an open opion to pay via debit cards as well.",4, Great,11/20/2019,1:26,B S Chandra,6, purchase jiffy  experience open opion pay debit card
745,Great Help,O don't know the name of the man who helped me but he was fabulous and very patient. Thanks Peggy Gillen,5, Excellent,11/19/2019,21:03,customer,6,know man help fabulous patient thanks peggy gillen
746,Excellent easy process!,Excellent easy process!! I hope during any insurance claim it is as easy to process!!,5, Excellent,11/19/2019,16:42,TG,6,excellent easy process hope insurance claim easy process
747,Non-Residency Insurance Policy,I got a reasonably priced insurance policy for a non-US residence but I had to go through several policy before it became clear that it was NOT for Non-US residence. It would be good if ALL the policies highlight which are US and which are Non-US policies.,4, Great,11/18/2019,23:33,DAM,6,get reasonably price insurance policy nonus residence policy clear nonus residence good policy highlight nonus policy
748,The purchase was easy,The purchase was easy.  Clear online instructions.  ID card gotten via email.  Hope we don't need to use it.,5, Excellent,11/18/2019,23:08,lorrie hofman,6,purchase easy clear online instruction id card gotten email hope need use
749,Fast and simple,Fast and simple. Good price,5, Excellent,11/18/2019,18:01,Saccaro,6,fast simple good price
750,It was relatively easy to get quotes…,"It was relatively easy to get quotes and purchase, but it is providing quotes without determining the state that the traveler is residing in while in the US.  Several of the policies do not work for some states.",4, Great,11/17/2019,17:48,customerA,6,relatively easy quote purchase provide quote determine state traveler reside policy work state
751,Very good experience,Very good experience! It was easy to understand my options and purchase.,5, Excellent,11/15/2019,15:41,OK,6,good experience easy understand option purchase
752,Fast and easy buy,-,5, Excellent,11/14/2019,23:02,customer,6,
753,"Easy to understand, purchase and ask assistance",Got no problem asking help on plans up until purchasing and asking benefits of coverage after.,5, Excellent,11/14/2019,19:29,JP,6,get problem ask help plan purchase ask benefit coverage
754,Great customer service and easy enrollment,"The Insurance Consultant answered patiently to my questions while choosing the policy according to my requirements.  Once I received answers to my questions, I was able to easily make the enrollment online and complete the payment.",5, Excellent,11/13/2019,21:18,Joseph,6,insurance consultant answer patiently question choose policy accord requirement receive answer question able easily enrollment online complete payment
755,The whole process from reviewing the…,The whole process from reviewing the brochure to filling out the application was very straight forward.,5, Excellent,11/13/2019,16:02,customer,6,process review brochure fill application straight forward
756,Thanks so far so good.Convenient and…,Thanks so far so good.Convenient and user friendly.,5, Excellent,11/13/2019,1:54,M sAEED,6,thanks far goodconvenient user friendly
757,Thank you much for providing a quick…,Thank you much for providing a quick solution!,5, Excellent,11/12/2019,21:01,Mercedes,6,thank provide quick solution
758,Excellent,"Excellent, very good",5, Excellent,11/12/2019,5:16,customer,6,excellent good
759,Easy web interface to get quotes and…,Easy web interface to get quotes and compare policies and easy to buy.,5, Excellent,11/11/2019,22:34,customer,6,easy web interface quote compare policy easy buy
760,Telephone call was not clear and had a…,Telephone call was not clear and had a problem hearing the salesperson.,4, Great,11/11/2019,20:10,William Hall,6,telephone clear problem hearing salesperson
761,very good  experience,-,4, Great,11/11/2019,7:10,nasreen sheikh,6,
762,Easy,"Easy, clear and best",5, Excellent,11/11/2019,6:06,Aarsha Yagnavalkya,6,easy clear best
763,I had good experience buying this…,I had good experience buying this insurance for my mother and hope it work as it say,5, Excellent,11/11/2019,4:53,Yuvraj,6,good experience buying insurance mother hope work
764,Easy and quick service.,-,5, Excellent,11/10/2019,21:19,customer,6,
765,easy to compare plans and purchase a…,easy to compare plans and purchase a policy,5, Excellent,11/10/2019,18:44,customer,6,easy compare plan purchase policy
766,Easy to purchase insurance,Easy to purchase insurance . Available the next day after the purchase to use . Fully satisfied,5, Excellent,11/9/2019,18:59,Ilona Smuk,6,easy purchase insurance available day purchase use fully satisfy
767,All clear,All clear and user friendly,5, Excellent,11/9/2019,18:42,customer,6,clear user friendly
768,It was quick and easy to get one,It was quick and easy to get one . Interface is user friendly. Still to see how it perform when if any claim needed to be processed on this insurance.,5, Excellent,11/8/2019,20:43,Vaibhav,6,quick easy interface user friendly perform claim need process insurance
769,The best I wil give 100*,-,5, Excellent,11/7/2019,15:10,GUADALUPE,6,
770,very good,Very helpful site.,5, Excellent,11/7/2019,0:37,customer,6,helpful site
771,the infromation was clear and the buy…,the infromation was clear and the buy process is easy,5, Excellent,11/6/2019,18:16,yahya alsawaf,6,infromation clear buy process easy
772,I don't have any experience with you,I don't have any experience with you. Will let u know later.,5, Excellent,11/5/2019,20:26,customers,6,experience let u know later
773,good,good and affordable.,5, Excellent,11/5/2019,19:35,customer,6,good affordable
774,Good Website,Very convenient and easy buy,5, Excellent,11/5/2019,17:05,Unknown,6,convenient easy buy
775,FAST,FAST AND EFFICIENT,5, Excellent,11/5/2019,13:25,customer,6,fast efficient
776,Simple and easy to choose a plan,Simple and easy to choose a plan...,5, Excellent,11/5/2019,7:32,Arun,6,simple easy choose plan 
777,Easy process,-,5, Excellent,11/4/2019,23:28,Rohit,6,
778,Really helpful,"Really helpful. The filtering of the various options, and the ease provided for doing the comparison of the options is really helpful.",5, Excellent,11/4/2019,18:35,customer,6,helpful filtering option ease provide comparison option helpful
779,Unexceptional coverage for the price,-,5, Excellent,11/4/2019,18:01,Jerry Heuett,6,
780,Great Service!,Great service.,5, Excellent,11/3/2019,20:14,Swarup Parija,6,great service
781,Disappointed that as a legal resident…,"Disappointed that as a legal resident of US, Australian citizenship did not qualify me for a higher overage.  .",4, Great,11/3/2019,19:10,customer,6,disappointed legal resident australian citizenship qualify high overage
782,Super Easy and Efficient,-,5, Excellent,11/3/2019,1:23,customer,6,
783,Easy to buy online - excellent experience,Very easy to navigate and make the purchase of the policy. Clear information and no gimmicks.,5, Excellent,11/2/2019,7:33,Vinay Kulkarni,6,easy navigate purchase policy clear information gimmick
784,Easy,Easy and cheap,4, Great,11/1/2019,22:23,Carmen Reynoso,6,easy cheap
785,affordable,very good coverage.,5, Excellent,10/31/2019,15:50,Prasanth,6,good coverage
786,Very simple form to fill in,Very simple form to fill in. Easy to get this insurance. I cannot comment on how valid the actual policy is.,5, Excellent,10/31/2019,13:25,customer,6,simple form fill easy insurance comment valid actual policy
787,So easy,So easy! Saved my time.Thanks!,5, Excellent,10/31/2019,11:59,customer,6,easy save timethanks
788,Purchasing the policy for my son was a…,Purchasing the policy for my son was a pleasant experience. I hope I never have to file a claim! 😁,5, Excellent,10/30/2019,22:37,Jo,6,purchasing policy son pleasant experience hope file claim 
789,best europe coverage,Best europe coverage,5, Excellent,10/30/2019,19:42,naima,6,best europe coverage
790,Easy to use website and great personal…,Easy to use website and great personal service when I talked to an agent.,5, Excellent,10/30/2019,16:53,Gordon,6,easy use website great personal service talk agent
791,Poor review as it seems a policy…,"Poor review as it seems a policy holderehas to upfront medical costs before claiming them back. In the claims link, there are multiple different entities to contact. I find the communication weak.",1, Bad,10/30/2019,8:32,juliette,6,poor review policy holderehas upfront medical cost claim claim link multiple different entity contact find communication weak
792,I'm a repeat customer due to affordable…,I'm a repeat customer due to affordable pricing compared to competitors. Prompt response when I have questions.,5, Excellent,10/30/2019,7:16,Tina T,6,repeat customer affordable pricing compare competitor prompt response question
793,It was super easy to buy,"It was super easy to buy, now looking forward to seeing how the service would be if we end up having a claim",5, Excellent,10/30/2019,5:14,customer,6,super easy buy look forward see service end claim
794,It's an user friendly website.,The information is very clear and the process of purchasing the travel insurance is simple.,5, Excellent,10/30/2019,4:39,customer,6,information clear process purchase travel insurance simple
795,Excellent buying experience!,"Easy to navigate website, excellent plans and very proficient customer service. The customer service could answer all questions I had about the plans. Very Highly Recommended!",5, Excellent,10/29/2019,21:16,JVC,6,easy navigate website excellent plan proficient customer service customer service answer question plan highly recommend
796,Easy to understand,"Easy to understand , Great price",5, Excellent,10/29/2019,18:32,Habib Faruqui,6,easy understand great price
797,Simple,"Simple, quick and what I needed",5, Excellent,10/29/2019,17:11,Stewart D,6,simple quick need
798,VisitorsCoverage Inc. easy to understand and purchase traveler's insurance,Benefits explained in simple terms and easy to purchase through internet,5, Excellent,10/29/2019,6:40,Mr Dhairya Shrivastava,6,benefit explain simple term easy purchase internet
799,Made comparing my options very easy and…,Made comparing my options very easy and provided lots of information.,5, Excellent,10/29/2019,2:17,customer,6,compare option easy provide lot information
800,No hassle procedure,No hassle procedure. Excellent Coverage,5, Excellent,10/28/2019,21:41,customer,6,hassle procedure excellent coverage
801,easy to use and to select variety of…,easy to use and to select variety of possible plans to purchase,5, Excellent,10/28/2019,18:02,David,6,easy use select variety possible plan purchase
802,Easy to compare pros and cons.,-,5, Excellent,10/28/2019,11:51,Luiz Ribeiro ,6,
803,I liked the service.Fast,-,5, Excellent,10/28/2019,2:21,customer,6,
804,Great services!,Super easy and great coverage,5, Excellent,10/27/2019,12:10,customer,6,super easy great coverage
805,Easy apply and good coverage,-,5, Excellent,10/27/2019,6:17,Nahida Chowdhury,6,
806,Excellent Service.Thanks.,-,5, Excellent,10/27/2019,5:50,B M Gore,6,
807,Great online experience,Seamless experience with comprehensive info,5, Excellent,10/26/2019,6:44,customer,6,seamless experience comprehensive info
808,Reliable and Fast,-,5, Excellent,10/25/2019,7:20,Jasdeep ,6,
809,ALWAYS OUTSTANDING AND WAY BEYOND…,ALWAYS OUTSTANDING AND WAY BEYOND SERVICE BY THE VISITOR COVERAGE,5, Excellent,10/25/2019,6:13,DB,6,outstanding way service visitor coverage
810,Good experience,-,5, Excellent,10/25/2019,2:23,customer,6,
811,Fast and reliable,Fast and reliable!  Recommended and the best!,5, Excellent,10/24/2019,18:44,Cornelia M.,6,fast reliable recommend best
812,Excellent page,-,5, Excellent,10/24/2019,18:30,Sachin Chitlangia,6,
813,Excellent customer service by Scotty…,Excellent customer service by Scotty Ngo. Way to go Scotty Ngo!!!,5, Excellent,10/23/2019,19:30,customer,6,excellent customer service scotty ngo way scotty ngo
814,Easiest website navigation,-,5, Excellent,10/21/2019,1:50,customer,6,
